f1_id,f2_id,f1_name,f2_name,weight_class,f1_knockdowns,f2_knockdowns,f1_sig_strike_atts,f1_sig_strikes,f2_sig_strike_atts,f2_sig_strikes,f1_tot_strike_atts,f1_tot_strikes,f2_tot_strike_atts,f2_tot_strikes,f1_takedown_atts,f1_takedowns,f2_takedown_atts,f2_takedowns,f1_submissions,f2_submissions,f1_reversals,f2_reversals,f1_ctrl_time,f2_ctrl_time,f1_head_strike_atts,f1_head_strikes,f2_head_strike_atts,f2_head_strikes,f1_body_strike_atts,f1_body_strikes,f2_body_strike_atts,f2_body_strikes,f1_leg_strike_atts,f1_leg_strikes,f2_leg_strike_atts,f2_leg_strikes,f1_dist_strike_atts,f1_dist_strikes,f2_dist_strike_atts,f2_dist_strikes,f1_clinch_atts,f1_clinchs,f2_clinch_atts,f2_clinchs,f1_ground_atts,f1_grounds,f2_ground_atts,f2_grounds,total_fight_time,result,fights_url,event_url
4138,3613,Rani Yahya,Joe Soto,Bantamweight,0,0,215,59,113,54,221,65,176,98,11,1,1,1,0,2,0,0,57.0,280.0,190,41,106,49,20,13,6,4,5,5,1,1,206,55,93,36,9,4,4,3,0,0,16,15,900.0,3613,http://www.ufcstats.com/fight-details/dc169cc01d675125,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
2552,3083,Sergio Moraes,Davi Ramos,Welterweight,0,0,93,39,122,35,93,39,122,35,0,0,1,0,0,0,0,0,0.0,0.0,71,24,97,21,20,13,17,7,2,2,8,7,93,39,122,35,0,0,0,0,0,0,0,0,900.0,2552,http://www.ufcstats.com/fight-details/f4f5049e789b7716,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
2414,749,Garreth McLellan,Paulo Costa,Middleweight,0,1,14,6,32,22,14,6,33,23,1,0,0,0,0,0,0,0,0.0,5.0,10,2,28,18,4,4,3,3,0,0,1,1,11,5,26,16,3,1,0,0,0,0,6,6,900.0,749,http://www.ufcstats.com/fight-details/0ace7e71f5d66bc9,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
1185,396,Jussier Formiga,Ray Borg,Flyweight,0,0,62,30,88,36,77,44,105,53,3,0,6,0,0,0,0,1,205.0,262.0,44,14,68,22,9,8,17,12,9,8,3,2,53,23,50,7,8,7,21,14,1,0,17,15,900.0,396,http://www.ufcstats.com/fight-details/74d4e37b97866514,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
3266,3974,Mauricio Rua,Gian Villante,Heavyweight,2,0,173,94,151,55,174,94,151,55,3,2,1,0,0,0,0,0,4.0,9.0,140,68,143,48,20,16,4,3,13,10,4,4,171,94,151,55,2,0,0,0,0,0,0,0,900.0,3266,http://www.ufcstats.com/fight-details/34524408fb4d6752,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
253,835,Edson Barboza,Beneil Dariush,Lightweight,1,0,82,30,121,51,83,31,121,51,0,0,2,0,0,0,0,0,3.0,0.0,61,13,94,31,17,13,15,10,4,4,12,10,81,29,116,48,0,0,5,3,1,1,0,0,900.0,253,http://www.ufcstats.com/fight-details/b47e4f0982938e5b,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
3022,501,Michel Prazeres,Joshua Burkman,Lightweight,0,0,34,24,1,1,45,34,1,1,3,2,1,0,1,0,0,0,72.0,0.0,34,24,0,0,0,0,0,0,0,0,1,1,7,4,1,1,19,12,0,0,8,8,0,0,900.0,3022,http://www.ufcstats.com/fight-details/12740c6b17779fe9,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
3854,2092,Francisco Trinaldo,Kevin Lee,Lightweight,0,0,59,25,43,15,65,30,52,23,1,0,8,1,1,1,0,0,45.0,157.0,52,19,36,9,7,6,7,6,0,0,0,0,47,15,36,12,6,5,3,3,6,5,4,0,900.0,2092,http://www.ufcstats.com/fight-details/76602c3658d70273,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
738,3120,Bethe Correia,Marion Reneau,Bantamweight,0,0,95,43,132,75,128,68,236,153,4,2,0,0,0,0,0,0,202.0,240.0,67,20,111,58,20,15,12,11,8,8,9,6,89,40,89,35,2,1,9,8,4,2,34,32,900.0,d,http://www.ufcstats.com/fight-details/b03dd50785e761a0,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
4118,3811,Tyron Woodley,Stephen Thompson,Welterweight,1,0,125,54,146,53,141,70,159,66,2,1,0,0,0,0,0,0,117.0,19.0,89,28,115,30,30,20,24,17,6,6,7,6,92,30,144,52,12,5,2,1,21,19,0,0,1500.0,4118,http://www.ufcstats.com/fight-details/dfc8c5161ea0ccb5,http://www.ufcstats.com/event-details/20e403a1acfef130
727,539,Amanda Cooper,Cynthia Calvillo,Strawweight,0,0,28,7,26,13,29,8,29,15,1,0,1,1,0,3,0,0,0.0,107.0,27,6,15,3,1,1,7,6,0,0,4,4,27,7,26,13,0,0,0,0,1,0,0,0,900.0,539,http://www.ufcstats.com/fight-details/54f9e3e1fad7a589,http://www.ufcstats.com/event-details/20e403a1acfef130
53,3333,Iuri Alcantara,Luke Sanders,Bantamweight,0,0,75,23,134,94,79,27,182,134,2,1,2,1,1,0,0,0,6.0,218.0,59,12,127,90,10,5,7,4,6,6,0,0,71,19,47,15,1,1,6,4,3,3,81,75,900.0,53,http://www.ufcstats.com/fight-details/4804776154430aad,http://www.ufcstats.com/event-details/20e403a1acfef130
2822,1677,Alistair Overeem,Mark Hunt,Heavyweight,1,0,70,55,51,21,76,59,59,27,1,0,0,0,0,0,0,0,213.0,0.0,20,11,39,12,35,30,6,5,15,14,6,4,45,32,40,12,25,23,11,9,0,0,0,0,900.0,2822,http://www.ufcstats.com/fight-details/c79b862be039d9f0,http://www.ufcstats.com/event-details/20e403a1acfef130
2906,768,Tyson Pedro,Paul Craig,Heavyweight,1,0,35,23,24,12,46,34,47,29,0,0,3,0,0,0,0,0,157.0,6.0,28,18,13,2,4,3,8,7,3,2,3,3,9,4,16,4,15,8,8,8,11,11,0,0,900.0,2906,http://www.ufcstats.com/fight-details/6db4d7827082d5b9,http://www.ufcstats.com/event-details/20e403a1acfef130
2558,3615,Albert Morales,Andre Soukhamthath,Bantamweight,0,0,132,56,116,46,172,79,148,73,3,1,1,0,0,0,0,0,282.0,138.0,103,34,81,25,2,2,25,14,27,20,10,7,122,47,103,34,4,3,3,2,6,6,10,10,900.0,2558,http://www.ufcstats.com/fight-details/2d4743a82fc55642,http://www.ufcstats.com/event-details/20e403a1acfef130
1326,3638,Mark Godbeer,Daniel Spitz,Heavyweight,0,0,167,92,136,51,176,100,160,74,0,0,2,1,0,0,0,0,73.0,64.0,111,50,113,33,40,29,16,13,16,13,7,5,142,74,123,43,25,18,13,8,0,0,0,0,900.0,1326,http://www.ufcstats.com/fight-details/08b65f5009c34997,http://www.ufcstats.com/event-details/20e403a1acfef130
3882,1558,Marcin Tybura,Luis Henrique,Heavyweight,0,0,66,50,25,14,174,144,78,59,2,1,11,3,0,1,0,0,173.0,503.0,57,41,17,7,9,9,5,5,0,0,3,2,25,11,8,1,21,20,17,13,20,19,0,0,900.0,3882,http://www.ufcstats.com/fight-details/42ad1437a1280294,http://www.ufcstats.com/event-details/20e403a1acfef130
301,1035,Mirsad Bektic,Darren Elkins,Featherweight,0,1,98,60,59,28,196,146,109,72,10,4,1,0,0,1,0,1,544.0,82.0,91,55,45,14,5,4,10,10,2,1,4,4,48,17,36,6,8,7,11,10,42,36,12,12,900.0,1035,http://www.ufcstats.com/fight-details/3b536afcc9098925,http://www.ufcstats.com/event-details/20e403a1acfef130
1088,1900,Rashad Evans,Daniel Kelly,Middleweight,0,0,138,53,193,74,150,62,215,92,4,1,8,0,0,0,0,0,7.0,11.0,126,43,179,64,12,10,8,4,0,0,6,6,126,45,169,58,12,8,24,16,0,0,0,0,900.0,1900,http://www.ufcstats.com/fight-details/e3ca9462ad0d7685,http://www.ufcstats.com/event-details/20e403a1acfef130
3927,3794,Lando Vannata,David Teymur,Lightweight,0,0,141,76,192,90,144,79,197,95,1,1,7,2,0,0,0,0,7.0,50.0,89,36,131,46,24,15,34,21,28,25,27,23,127,67,165,73,14,9,27,17,0,0,0,0,900.0,3794,http://www.ufcstats.com/fight-details/7ac4b9823b1e139b,http://www.ufcstats.com/event-details/20e403a1acfef130
3800,1132,Elias Theodorou,Cezar Ferreira,Middleweight,0,0,116,38,38,11,155,70,38,11,4,1,6,3,0,2,2,0,162.0,105.0,80,18,26,4,16,8,6,3,20,12,6,4,104,28,36,11,3,3,2,0,9,7,0,0,900.0,3800,http://www.ufcstats.com/fight-details/16e28dd989ee1dea,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
4188,3968,Aiemann Zahabi,Reginaldo Vieira,Bantamweight,1,0,112,44,190,64,113,45,199,73,0,0,13,2,0,0,0,0,12.0,143.0,103,39,138,27,7,3,22,12,2,2,30,25,106,41,183,59,1,0,5,3,5,3,2,2,900.0,4188,http://www.ufcstats.com/fight-details/ad9ecef413a5b48f,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
2319,3360,Jack Marshman,Thiago Santos,Middleweight,1,1,46,6,71,27,51,11,76,32,0,0,2,1,0,0,0,0,4.0,100.0,44,6,50,14,1,0,12,4,1,0,9,9,42,5,55,18,4,1,1,1,0,0,15,8,900.0,3360,http://www.ufcstats.com/fight-details/e59aabdfba9d6c45,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
1116,3140,Paul Felder,Alex Ricci,Lightweight,1,0,71,23,59,21,71,23,59,21,0,0,0,0,0,0,0,0,3.0,0.0,57,14,41,12,7,4,10,3,7,5,8,6,66,23,59,21,1,0,0,0,4,0,0,0,900.0,1116,http://www.ufcstats.com/fight-details/f00ac5af033f44b4,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
1076,2305,Carla Esparza,Randa Markos,Strawweight,0,0,132,32,110,48,137,37,126,62,10,4,0,0,1,0,0,1,166.0,18.0,127,30,109,47,5,2,1,1,0,0,0,0,118,24,85,27,6,2,1,0,8,6,24,21,900.0,2305,http://www.ufcstats.com/fight-details/e4c4c54a10e06973,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
1556,2172,Johny Hendricks,Hector Lombard,Middleweight,0,0,136,51,103,37,155,69,109,43,0,0,9,2,0,0,0,0,0.0,122.0,111,32,80,22,10,7,15,8,15,12,8,7,121,38,98,33,15,13,5,4,0,0,0,0,900.0,1556,http://www.ufcstats.com/fight-details/a5d24caed8afbeef,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
2415,2374,Sara McMann,Gina Mazany,Bantamweight,0,0,14,7,2,0,14,7,2,0,2,2,0,0,1,0,0,0,62.0,0.0,13,6,2,0,1,1,0,0,0,0,0,0,5,3,1,0,0,0,1,0,9,4,0,0,900.0,2415,http://www.ufcstats.com/fight-details/9c256e94c6b584b6,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
3491,3866,Sam Sicilia,Gavin Tucker,Featherweight,0,0,87,10,163,55,88,10,168,60,0,0,1,1,0,0,0,0,26.0,15.0,80,9,120,25,5,0,25,12,2,1,18,18,84,9,159,53,3,1,4,2,0,0,0,0,900.0,3866,http://www.ufcstats.com/fight-details/112e6a0ddce893e6,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
2431,1743,Gerald Meerschaert,Ryan Janes,Middleweight,0,0,6,3,8,3,9,5,16,10,0,0,1,1,1,0,0,0,0.0,78.0,5,2,8,3,0,0,0,0,1,1,0,0,6,3,7,3,0,0,0,0,0,0,1,0,900.0,2431,http://www.ufcstats.com/fight-details/c1d86f1e6d41cd03,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
3752,3005,Nordine Taleb,Santiago Ponzinibbio,Welterweight,0,1,121,48,171,53,130,57,183,65,0,0,0,0,0,0,0,0,0.0,118.0,67,15,156,42,23,8,9,5,31,25,6,6,121,48,160,48,0,0,0,0,0,0,11,5,900.0,3005,http://www.ufcstats.com/fight-details/1db121859d2fcda8,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
2128,472,Derrick Lewis,Travis Browne,Heavyweight,1,0,71,39,47,21,71,39,49,23,0,0,1,0,0,0,0,0,100.0,4.0,67,37,14,0,2,0,23,12,2,2,10,9,50,21,45,21,1,1,1,0,20,17,1,0,1500.0,2128,http://www.ufcstats.com/fight-details/ab14dbff9d2ae41a,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
3783,562,Glover Teixeira,Jared Cannonier,Heavyweight,0,0,53,24,46,21,179,113,66,40,3,3,0,0,1,0,0,0,638.0,10.0,47,19,44,19,5,4,1,1,1,1,1,1,36,14,41,18,1,1,4,2,16,9,1,1,900.0,3783,http://www.ufcstats.com/fight-details/244357514dd89bd6,http://www.ufcstats.com/event-details/865aa315ea62c511
2110,2272,Nik Lentz,Islam Makhachev,Lightweight,0,0,35,13,58,43,61,35,127,98,2,0,5,5,1,0,0,0,31.0,714.0,19,3,52,37,11,7,6,6,5,3,0,0,26,6,25,13,7,5,1,0,2,2,32,30,900.0,2272,http://www.ufcstats.com/fight-details/ddd9e64d97b095f9,http://www.ufcstats.com/event-details/865aa315ea62c511
468,2597,Randy Brown,Belal Muhammad,Welterweight,0,0,145,52,152,71,158,65,236,135,0,0,5,2,0,0,1,0,26.0,353.0,113,36,98,23,12,7,7,5,20,9,47,43,138,48,130,60,1,1,0,0,6,3,22,11,900.0,2597,http://www.ufcstats.com/fight-details/f680e6ebe3bdfe3e,http://www.ufcstats.com/event-details/865aa315ea62c511
2999,2480,Dustin Poirier,Jim Miller,Lightweight,0,0,216,97,135,71,243,122,150,83,3,3,6,1,0,3,1,0,237.0,82.0,186,79,98,36,14,10,20,20,16,8,17,15,185,80,118,56,21,13,15,13,10,4,2,2,900.0,2999,http://www.ufcstats.com/fight-details/8b8f9485214f9e48,http://www.ufcstats.com/event-details/865aa315ea62c511
3618,377,Jacare Souza,Tim Boetsch,Middleweight,0,0,18,7,10,6,30,15,12,8,2,1,0,0,1,0,0,0,74.0,0.0,13,5,6,2,5,2,0,0,0,0,4,4,14,5,10,6,3,1,0,0,1,1,0,0,900.0,3618,http://www.ufcstats.com/fight-details/ced241b99eab5f22,http://www.ufcstats.com/event-details/865aa315ea62c511
3113,3381,Wilson Reis,Yuta Sasaki,Flyweight,0,0,84,34,105,34,107,52,145,69,9,6,1,0,2,0,0,2,526.0,68.0,65,19,89,25,8,5,13,8,11,10,3,1,73,26,93,26,2,1,2,1,9,7,10,7,900.0,3113,http://www.ufcstats.com/fight-details/febea68b205f6273,http://www.ufcstats.com/event-details/865aa315ea62c511
2028,584,Ryan LaFlare,Roan Carneiro,Welterweight,1,0,91,29,50,19,116,51,56,25,4,1,4,0,0,0,0,0,309.0,113.0,63,13,41,12,25,14,4,2,3,2,5,5,68,17,40,10,8,5,3,3,15,7,7,6,900.0,2028,http://www.ufcstats.com/fight-details/1f9ac1648b8e501e,http://www.ufcstats.com/event-details/865aa315ea62c511
1619,869,Holly Holm,Germaine de Randamie,Featherweight,0,0,182,77,150,80,235,122,223,144,9,0,1,0,0,0,0,0,497.0,38.0,99,18,88,28,37,21,40,34,46,38,22,18,161,61,113,49,21,16,36,31,0,0,1,0,1500.0,869,http://www.ufcstats.com/fight-details/252074c8554bf30d,http://www.ufcstats.com/event-details/865aa315ea62c511
3498,479,Anderson Silva,Derek Brunson,Middleweight,0,0,78,43,101,54,89,54,184,118,0,0,10,2,0,0,0,0,0.0,228.0,56,28,80,36,19,13,5,5,3,2,16,13,61,30,68,33,12,8,30,19,5,5,3,2,900.0,3498,http://www.ufcstats.com/fight-details/d29750cee389a0b9,http://www.ufcstats.com/event-details/865aa315ea62c511
1325,2735,Ricky Glenn,Phillipe Nover,Featherweight,0,0,115,52,102,50,123,60,165,108,11,0,2,0,0,0,0,0,272.0,0.0,70,19,87,41,29,20,13,7,16,13,2,2,90,30,80,35,25,22,22,15,0,0,0,0,900.0,1325,http://www.ufcstats.com/fight-details/c4174e22cb22622c,http://www.ufcstats.com/event-details/865aa315ea62c511
137,1595,Jessica Andrade,Angela Hill,Strawweight,0,1,322,131,209,89,342,148,220,99,3,2,0,0,0,0,0,0,95.0,6.0,249,86,161,61,68,41,43,24,5,4,5,4,207,73,145,55,115,58,57,30,0,0,7,4,900.0,137,http://www.ufcstats.com/fight-details/451525a1abe30a91,http://www.ufcstats.com/event-details/6a8a06b542e1516d
